id,dish_name,ingredient_count,reason,ingredient_text
22576,葡挞,2,没有可确定关联的基础原生食材,纯牛奶或者旺旺牛奶125克蛋黄4个，糖粉30克，喜欢甜的可以多10克淡奶油125克，蛋挞皮12个
22577,清香柠檬饼干,9,没有可确定关联的基础原生食材,糖粉可以根据个人口味适当增减，如果能用发酵黄油的话，做出来的饼干会更香。，80克无盐黄油，40克糖粉，1克盐，15克柠檬汁，10克奶油，10克柠檬皮碎，130克低筋面粉，40克全脂奶粉
22581,吐司花样吃法,0,没有可确定关联的基础原生食材,N个鸡蛋
22583,自制酸奶（面包机版）,4,没有可确定关联的基础原生食材,900ml冷藏纯鲜奶（或者盒装纯牛奶），100ml淡奶油，1小包菌粉，50-70克糖
22584,雪花酥～6种口味，简单做圣诞新年点心,10,没有可确定关联的基础原生食材,#一、原味蔓越莓雪花酥，安佳黄油粒　总统无盐黄油黄油60克，落山基，伊高，盛之花，无极岛棉花糖180克，每日坚果，果果先森坚果100克，美国进口乐事多，敬松庄园蔓越莓50克，小奇福（四季之恋，心斋堂，品亿，宝龙）饼干200克，德运全脂，雀巢全脂奶粉50克，适量德运全脂（无糖全脂奶粉）雪花粉适量，#二：抹茶味雪花酥，安佳黄油粒　总统无盐黄油黄油：60克，落山基，伊高，盛之花，无极岛棉花糖：180克，每日果仁，果果先森花生和混合坚果：100克，美国进口乐事多，敬松庄园蔓越莓　60克，小奇福（四季之恋，心斋堂，品亿，宝龙）饼干：200克，德运全脂，雀巢全脂（无糖全脂奶粉）奶粉：50克，味客吉抹茶粉抹茶粉：15克，奶粉（20Ｇ）+抹茶粉(5Ｇ)雪花粉：适量，#三：巧克力味雪花酥，安佳黄油粒　总统无盐黄油黄油：60克，落山基，伊高，盛之花，无极岛棉花糖：180克，每日果仁，果果先森花生和混合坚果：100克，美国进口乐事多，敬松庄园蔓越莓　60克，小奇福（四季之恋，心斋堂，品亿，宝龙）饼干：200克，德运全脂，雀巢全脂（无糖全脂奶粉）奶粉：50克，蓝黛可可粉可可粉：15克，奶粉（20Ｇ）+可可粉(5Ｇ)雪花粉：适量，#四：咸蛋雪花酥，黄油：60克，棉花糖：180克，小奇福（四季之恋，心斋堂，品亿，宝龙）饼干：200克，每日坚果🌰混合坚果蔓越莓干：100克，香山咸蛋黄，新鲜咸蛋黄6个香山咸蛋黄60克，德运全脂，雀巢全脂（无糖全脂奶粉）奶粉：50克，德运全脂（无糖全脂奶粉）雪花粉：适量，#五：燕麦片雪花酥，安佳黄油粒　总统无盐黄油黄油：60克，落山基，伊高，盛之花，无极岛棉花糖：180克，每日果仁，果果先森尖果燕麦片：100克，美国进口乐事多，敬松庄园蔓越莓　60克，小奇福（四季之恋，心斋堂，品亿，宝龙）饼干：200克，德运全脂，雀巢全脂（无糖全脂奶粉）奶粉：50克，德运全脂（无糖全脂奶粉）雪花粉：适量，#六：草莓味雪花酥，安佳黄油粒　总统无盐黄油黄油：60克，落山基，伊高，盛之花，无极岛棉花糖：180克，每日果仁，果果先森混合坚果蔓越莓干：100克，冻草莓干　60克，（ＹＰＦＥＮ草莓粉）草莓粉：15克，小奇福（四季之恋，心斋堂，品亿，宝龙）饼干：200克，德运全脂，雀巢全脂（无糖全脂奶粉）奶粉：50克，奶粉（20Ｇ）+草莓粉(5Ｇ)雪花粉：适量
22585,摩飞锅菜谱之简单易学小白白都能上手的【煎饺】速冻饺子,3,没有可确定关联的基础原生食材,速冻水饺，水，油
22593,奶酪酱（cheese sauce）,5,没有可确定关联的基础原生食材,20克黄油，8克面粉，180克水，85克切达奶酪，3勺港版爱他美奶粉
22598,正宗地道的菠蓠叶饼,4,没有可确定关联的基础原生食材,韮菜，野芹菜，菠蓠叶，高粱米面自磨
22600,保温杯酸奶,0,没有可确定关联的基础原生食材,适量明治酸奶50g、牛奶280g，白砂糖10g，350ml的保温杯一个
22604,懒人早餐🍴时蔬牛奶鸡蛋羹,6,没有可确定关联的基础原生食材,2个鸡蛋🥚，2勺奶粉牛奶🥛，一小节胡萝卜🥕，一小朵西蓝花🥦，半根山药🥔，1个自家番茄🍅
22613,馒头花卷蒸包,4,没有可确定关联的基础原生食材,6-8克酵母，10-15克白糖，1320克面粉，1320g温水
22615,港式奶茶,4,没有可确定关联的基础原生食材,100ml黑白淡奶，5g锡兰红茶，20g糖，300ml热水
22623,自酿葡萄酒,3,没有可确定关联的基础原生食材,10kg夏黑葡萄，2kg冰糖，2g葡萄酒酵母
22625,槐花小软包,5,没有可确定关联的基础原生食材,100克高筋面粉，1克速溶酵母粉，10克糖，65克牛奶，10克黄油
22634,杏酱杏酱,5,没有可确定关联的基础原生食材,去核杏肉500g，细砂糖200g，冰糖100g，香草荚1根，鲜柠檬汁40ml
22643,广式月饼,7,没有可确定关联的基础原生食材,250克中筋面粉，145克转化糖浆，55克液态酥油，7克枧水，20枚咸鸭蛋黄，250克低糖白莲蓉，250克低糖红豆沙
22644,红豆沙手撕面包,9,没有可确定关联的基础原生食材,面团部分：，200克高筋面粉，35克低筋面粉，15克奶粉，155克鸡蛋+牛奶，35克白糖，3克盐，6克酵母，30克玉米油，馅料部分：，适量红豆沙
22647,五花肉干豆角,1,没有可确定关联的基础原生食材,干豆角
22649,果蔬磨牙棒（宝宝版）,5,没有可确定关联的基础原生食材,400克中粉，50克南瓜泥，50克紫薯泥，50克菠菜泥，50克火龙果汁
22651,茄汁豆腐,5,没有可确定关联的基础原生食材,半碗蕃茄酱，半碗水，一块老豆腐，适量油，少量盐
22666,早餐之醋泡姜丝,1,没有可确定关联的基础原生食材,醋姜
22668,辣椒炒莴笋干（自晒莴笋干）,0,没有可确定关联的基础原生食材,新鲜莴笋2根、小米辣2个、油、生抽、鸡精、小葱、生姜～
22669,冬日最甜的烤红薯,1,没有可确定关联的基础原生食材,想吃几个烤几个红薯
22672,小烤箱 50% 全麦吐司 少糖无黄油,9,没有可确定关联的基础原生食材,250g总粉量，125克全麦粉，125克高筋粉，3克盐，4克酵母，10克糖，10克植物油，150克水，50克脱脂奶粉
22679,花开富贵🎆紫薯馒头,8,没有可确定关联的基础原生食材,#紫薯面团，150克紫薯泥，200克左右面粉，50克水，3克酵母，5克奶粉，#白色面团，50克左右水或牛奶，100克面粉，2克酵母
22681,奶香曲奇,6,没有可确定关联的基础原生食材,100g黄油，170g低筋面粉，65g糖粉，10g细砂糖，15g牛奶，15g奶粉
22695,饺子锅贴,5,没有可确定关联的基础原生食材,8张饺子皮，适量（调自己喜欢吃的）饺子馅料，适量油，适量水，适量生粉
22697,椰汁布丁（快手白凉粉版）,5,没有可确定关联的基础原生食材,120克牛奶，适量炼乳，20克白凉粉，100克淡奶油，80克椰浆
22711,微波炉版驴打滚（超详细用料配比）,4,没有可确定关联的基础原生食材,100克糯米粉，120克凉开水，160克红豆沙，40克黄豆粉
22719,糖水海棠,3,没有可确定关联的基础原生食材,200克冰糖，适量水，500克海棠
22720,烤鱿鱼干,3,没有可确定关联的基础原生食材,1只鱿鱼干，适量生抽，适量芥末
22722,没想到！用咸蛋黄做的饼干居然这么好吃---网红咸蛋黄方块酥,8,没有可确定关联的基础原生食材,#水油皮#，300g新良小米蛋糕粉，10克新良面筋粉，45g猪油，45g细砂糖，170g牛奶，#油酥#，150g新良小米蛋糕粉，90g猪油，12颗金奇香咸蛋黄
22735,电饭煲蒸香肠,1,没有可确定关联的基础原生食材,1根香肠
22739,可乐排骨,4,没有可确定关联的基础原生食材,排骨，可乐，料酒，生抽/老抽
22741,【咸香开胃】青酱橄榄花形面包,13,没有可确定关联的基础原生食材,#面包面团，380克高筋面粉，190克水，1枚鸡蛋，30克橄榄油，30克细砂糖，15克奶粉，7.5克盐，7.5克即发干酵母，12颗，无核青橄榄，12颗，无核黑橄榄，#夹馅，适量青酱
22744,【巨好吃爆汁的】台湾香肠,14,没有可确定关联的基础原生食材,500克猪前肘肉（2肥8瘦），10克盐，20克蚝油，30克白糖，1克红曲粉，1克姜粉，1克白胡椒粉，1克黑胡椒粉，1勺清酒/白酒，半碗（100ml左右）葱姜水，2勺酱油，13克红薯/土豆/绿豆淀粉，2根左右羊肠衣，1片柠檬片，2勺清酒/白酒
22747,花甲粉丝,1,没有可确定关联的基础原生食材,1把粉丝
22748,金钱肚的清洗,4,没有可确定关联的基础原生食材,克盐，克食用碱，面粉，油
22752,水果装饰奶油蛋糕,9,没有可确定关联的基础原生食材,1个8寸戚风蛋糕底，400克淡奶油，35克幼砂糖，适量水果，工具：，裱花转台，裱花袋，蛋糕抹刀，大号六齿花嘴，剪刀
22754,番茄牛肉丸￨补气开胃,8,没有可确定关联的基础原生食材,800g牛腿肉，5g（1小勺）盐，30ml（2勺）生抽，10g（2小勺）糖，30g（2勺）淀粉，3g（半小勺）黑胡椒粉，5g（1小勺）泡打粉，150ml清水
22755,家常滴茴香包包,8,没有可确定关联的基础原生食材,1000克茴香，500克猪肉末，1500克面粉，一勺五香粉/十三香，两勺盐，五勺酱油，一勺香油，适量水
22756,蒜蓉开背虾,3,没有可确定关联的基础原生食材,6只虾，3克糖，每只半勺蒜蓉
22764,5分钟烤火腿肠.微波炉,4,没有可确定关联的基础原生食材,1根火腿肠，适量油，适量椒盐，适量孜然
22777,全麦烙饼,4,没有可确定关联的基础原生食材,250克全麦面粉，2克盐，2.5克酵母，135-140克水
22781,贝壳饼,4,没有可确定关联的基础原生食材,220克牛奶，3克酵母，300克中筋面粉，10克黄油
22790,1岁宝宝开胃饮品/宝宝也能喝的饮料夏季救星/积食救星：酸梅汤,5,没有可确定关联的基础原生食材,25克（约30颗）乌梅，50克（一小碗）山楂，12朵洛神花，180克（可根据需要调整）冰糖，4升（一大大锅）水
22793,下饭菜雪菜春笋毛豆肉丝,9,没有可确定关联的基础原生食材,1饭碗雪里红，1饭碗春笋，饭碗小半碗毛豆，饭碗小半碗肉丝，3勺生抽，3勺白糖，1勺料酒，1勺生粉，少量盐
22795,韩国柚子茶食谱——柚子奶油泡芙,7,没有可确定关联的基础原生食材,60克低筋面粉，40克黄油，100ml水，2克盐，5g柚子酱A，3个约150g小个头鸡蛋，200ml淡奶油，10克糖，25g柚子酱B（贴有韩国柚子茶品质标示的柚子茶）
22798,芝士咸吐司,9,没有可确定关联的基础原生食材,504克高筋粉，36克白砂糖，10克盐，20克奶粉，36克芝士粉，5克即发干酵母，36克全蛋液，360克牛奶，35克无盐黄油
22812,旺仔牛奶的神仙喝法,4,没有可确定关联的基础原生食材,一罐旺仔牛奶，50克烧仙草粉，250克纯净水，适量阿达籽
22818,南瓜豆沙包,5,没有可确定关联的基础原生食材,150克熟南瓜泥（不是生南瓜），300克中筋面粉，3克酵母，10克白绵糖，2克无铝泡打粉
22834,玉米糊馒头,4,没有可确定关联的基础原生食材,适量鲜玉米粒，适量高筋面，适量炼乳，适量酵母
22837,荷叶消脂茶（多重搭配）,2,没有可确定关联的基础原生食材,干荷叶，其它食材自己搭配吧
22843,豌豆凉粉,2,没有可确定关联的基础原生食材,380克水，70克水，50克豌豆淀粉
22844,豆渣豆浆蛋糕，低油低糖蛋糕，营养健康柔软十寸蛋糕，豆渣做法4,8,没有可确定关联的基础原生食材,6个洋鸡蛋大号，145克沥干的豆渣，115克低筋面粉，10克加入蛋黄中白砂糖，28克玉米油，85克豆浆，35克加入蛋白中白砂糖，几滴白醋
22851,Cathy的家常菜,2,没有可确定关联的基础原生食材,各种菜，诚意
22860,甜酒酿,4,没有可确定关联的基础原生食材,适量凉开水，一小把 大概七八颗冰糖，两杯普通泰国香米，1/6块酒曲/酒药
22866,柔软的淡奶油戚风小蛋糕（消耗淡奶油，烘焙基础蛋糕）,6,没有可确定关联的基础原生食材,200克动物性奶油，5个中等大小鸡蛋，1克盐，10克细砂糖A（入蛋黄），10克杏仁粉，65克低筋面粉，60克细砂糖B（入蛋白），8克淀粉
22871,软糯香甜❗️经期必备❗️红糖糯米丸子,4,没有可确定关联的基础原生食材,100克糯米粉，75克温水，30克（可自行调整）红糖，适量熟芝麻
22873,🍓“苦瓜鸡蛋炒饭”,0,没有可确定关联的基础原生食材,400克1）苦瓜丁，360克2）鸡蛋，3克3）食盐，500克4）米饭，15克5）食用油，适量6）酱油
22875,寿桃🍑,6,没有可确定关联的基础原生食材,200克面粉，1克红曲米，20克糖，2克酵母，100克水，4克玉米油，15克✖️8豆沙馅
22876,可以治愈你的蛋糕，巧克力奶盖,3,没有可确定关联的基础原生食材,30g淡奶油，30g巧克力，180g淡奶油，18g糖
22877,日式红烧千页豆腐（千页豆腐いり煮）（也可以用鱼饼鱼竹轮等）,4,没有可确定关联的基础原生食材,一块千页豆腐，1勺糖，2勺酱油，3勺料酒
22886,高汤炒甜藕片,3,没有可确定关联的基础原生食材,1节藕，2小勺白糖，1勺盐
22889,椒盐油酥火烧,6,没有可确定关联的基础原生食材,面团用料:，克普通面粉500，克酵母4，克水300，油酥用料:，200克普通面粉，105克食用油，10克（根据口味适当调整）盐，6克（根据口味适当调整）花椒粉
22892,燕麦雪饼,9,没有可确定关联的基础原生食材,粉皮，150克糯米粉，25克玉米淀粉，250ml牛奶，20克糖粉，15克黄油，馅料，25克玉米淀粉，250ml牛奶，10克糖粉，3包金味麦片，30克熟糯米手粉
22897,脆脆的格兰诺拉麦片,12,没有可确定关联的基础原生食材,30g蜂蜜，10g枫糖浆，30g红糖，30g玉米油，18g清水，2g盐，125g生麦片，15g普通面粉，100g各种坚果碎（核桃、杏仁、瓜子仁、榛子、腰果等），10g熟芝麻，10g亚麻籽，60g果干（葡萄干、蔓越莓干、蓝莓干等），适量爆米花（大米的那种）、香蕉片、玉米片
22911,农家菜谱 糖水煮柿子【農家のレシピ】柿のコンポート,3,没有可确定关联的基础原生食材,500克柿子，50克砂糖，两小匙柠檬汁
22912,椰浆西米露,4,没有可确定关联的基础原生食材,400g高达椰浆，70g葡糖糖浆，800g雀巢全脂牛奶，180g西米
22913,双色银丝花卷,7,没有可确定关联的基础原生食材,100克高筋面粉，50克蝶豆花汁，15克纯牛奶，50克老面，15克细砂糖，1克盐，1克酵母，200克高筋面粉，120克纯牛奶，100克老面，30克细砂糖，2克盐，2克酵母
22922,麦芽糖做的米花糕,5,没有可确定关联的基础原生食材,423g黄米花大米花，240克糖，180克麦芽糖，70克水，25克油
22939,鲍鱼红烧肉,0,没有可确定关联的基础原生食材,"食材：
带皮五花肉切麻将块500克，鲍鱼6只（随意），生抽30克，老抽10克，料酒30克，姜4片，冰糖10克。"
22942,奶香茯苓馒头,6,没有可确定关联的基础原生食材,100克茯苓粉，400克面粉，280ML牛奶，10克酵母粉，葡萄干，适量蔓越莓干
22951,酒酿米发糕,6,没有可确定关联的基础原生食材,100克酒酿，125克粘米粉，80克低筋面粉，80克（酌情增减，最终呈面糊状，像酸奶即可）水，2克酵母，25克糖
22952,日式萝卜泥,4,没有可确定关联的基础原生食材,少许海苔粉，1段白萝卜，适量日式酱油和醋，少许味霖
22955,南昌拌藕片,1,没有可确定关联的基础原生食材,节藕
22956,杏仁豆腐,2,没有可确定关联的基础原生食材,克牛奶240，杏仁豆腐粉一包
22968,软萌萌🉐芝士热狗面包❗️简单易做✔️还高颜值！,12,没有可确定关联的基础原生食材,300克高筋粉，15克奶粉，54克糖，15克炼乳，30克全蛋液，144克水，3克盐，36克黄油，10克鲜酵母，适量卡夫芝士粉，每个餐包1根，此配方食谱为10个的量烤肠，适量耐烤沙拉酱
22982,宵夜唐角鱼粥,6,没有可确定关联的基础原生食材,一条鱼，四片、一勺姜、花生油，二勺料酒，一勺酱油，半勺白糖，一勺肉松，一碗白粥
22984,旅行蛙的烤饼,1,没有可确定关联的基础原生食材,"低筋面粉200克，
黄油60克，
细砂糖35克，
奶粉20克，
水70克，
鸡蛋（全蛋液）35克，
盐2克，
泡打粉7克，
葡萄干80克。"
22985,开胃甜点冰糖山楂,3,没有可确定关联的基础原生食材,500克山楂，一小把冰糖，适量水
22986,Elaine's小贴士：怎样冲速溶咖啡不结块,4,没有可确定关联的基础原生食材,若干（你喜欢就好~）速溶咖啡，一只咖啡匙或汤匙或其他什么匙，一个杯子，适量温水
22993,无油空气炸锅香烧蜜汁鸡,3,没有可确定关联的基础原生食材,1只鸡，适量蜜糖，腌料，2茶匙盐、糖，1茶匙生抽、老抽、麻油、鸡精，适量五香粉、胡椒粉
22995,千层酥,5,没有可确定关联的基础原生食材,克黄油，克糖，克水，克盐，克细砂糖
22999,实验帖——蜜蜂爱花刀切馒头,8,没有可确定关联的基础原生食材,150克低筋面粉，150克中筋面粉，45克糖，详见仙仙老师的汤种馒头菜谱汤种，适量水，适量南瓜粉，适量巧克力粉，2.8克酵母
23000,水果拼盘-持续更新,1,没有可确定关联的基础原生食材,各种各样水果
23002,牛奶蜜瓜,2,没有可确定关联的基础原生食材,1瓶牛奶，1块蜜瓜
23015,果蔬蝴蝶面,2,没有可确定关联的基础原生食材,400g普通面粉，170g果蔬汁
23022,电饭锅棉花糖版本翻糖膏,5,没有可确定关联的基础原生食材,227克棉花糖，500克太古红标糖粉，23克融化黄油，23克韩国玉米糖浆，23克水
23024,牛奶玫瑰茶冻,4,没有可确定关联的基础原生食材,60ml牛奶，5g吉利丁粉，5朵玫瑰花，30ml清水
23025,好玩的刷刷黄油饼干,0,没有可确定关联的基础原生食材,饼干方：参考基础黄油饼干
23032,火龙果小汤圆,3,没有可确定关联的基础原生食材,三分之一个火龙果，适量糯米粉，适量白糖
23036,手抓饼-芒果香蕉双拼水果披萨,4,没有可确定关联的基础原生食材,个大台农芒果         2，根香蕉                   半，张手抓饼                1，片芝士                  若干
23045,绵软的波兰种吐司,0,没有可确定关联的基础原生食材,【波兰种】，水 75克高筋面粉 75克，1克酵母 1克，【主面团】，奶粉 10克高筋面粉 175克，蛋液 55克（留少许刷面包胚）牛奶 75克，酵母 2克砂糖 28克，黄油 20克盐 2克
23060,哈蜜瓜骨头汤,3,没有可确定关联的基础原生食材,若干，最好是扇骨，不会太油猪骨，小半只哈蜜瓜，小许盐
23062,素香菇貢丸,6,没有可确定关联的基础原生食材,5只雞蛋，300克干香香菇柄，少許鹽，少許白胡椒，少許素味精，半包玉米粉
23066,蚝油浇鲜鱿,2,没有可确定关联的基础原生食材,鲜鱿，蚝油
23078,拿手小菜 香芹炒香干,0,没有可确定关联的基础原生食材,香芹、香干，花椒、盐、香油
23086,小熊南瓜豆沙包,4,没有可确定关联的基础原生食材,一个可可粉面团，一个黑色面团，一个白色面团，一个橘色面团
23091,鲜榨椰奶☞简单切出肉！,2,没有可确定关联的基础原生食材,1个老椰子，一台榨汁机 一头出渣一头出汁的那种！，2片眉刀片
23095,绿豆沙,3,没有可确定关联的基础原生食材,250克脱皮绿豆，160克细砂糖，80克麻油（玉米油）
23101,处女作汉堡包和变身版麻辣烫,4,没有可确定关联的基础原生食材,2个面包胚，2个牛肉饼，1碗毛血旺，1只炸鸡腿
23108,乐创破壁机3880菜谱-做肉馅儿,1,没有可确定关联的基础原生食材,560g冻肉
23110,玫瑰陈皮蜂蜜茶,4,没有可确定关联的基础原生食材,6朵玫瑰，7片陈皮，1勺土蜂蜜，一杯开水
23116,难忘儿时的炸糖糕,8,没有可确定关联的基础原生食材,#外皮#，200克普通面粉，30克糯米粉，30克糖，360克水，#馅料#，60克糖，10克面粉，500～1000克#炸油#
23117,咖啡香酥曲奇,7,没有可确定关联的基础原生食材,160g黄油，40g砂糖，40g牛奶，190g低粉，40g杏仁粉（细），2g盐，10g咖啡粉
23121,蟹黄豆腐,5,没有可确定关联的基础原生食材,1块大豆腐，1勺盐，1勺料酒，3勺蟹黄酱，2根火腿肠
23125,包菜玉米猪肉馄饨,8,没有可确定关联的基础原生食材,半斤速冻玉米粒，1斤半偏肥一点猪肉馅，一小个包菜，适量盐，适量味精，2勺蚝油，3块钱35张馄饨皮，3块钱31张饺子皮
23144,简单版巧克力酱,2,没有可确定关联的基础原生食材,27克可可粉，牛奶1盒250ml（一盒奶加盒子一称270克，所以所有材料就都按27克来的😏），代糖27克
23146,冰镇白酒煮番茄,5,没有可确定关联的基础原生食材,300g 或者根据吃多少的量小番茄（圣女果），一次性杯子1/3的量42-45度白酒，300ml气泡水，1勺蜂蜜，十几颗冰糖，若干冰块
23152,零失败  酥到掉渣的玛格丽特,6,没有可确定关联的基础原生食材,克玉米淀粉   60，克低筋面粉100，克（无盐）黄油     100，克糖粉      50，个熟蛋黄    4，克盐    2
23153,七彩童年蛋糕,5,没有可确定关联的基础原生食材,2片戚风蛋糕，2片吐司，若干手指饼干，一条丝带，适量炼乳
23165,麻辣香锅,2,没有可确定关联的基础原生食材,自己适量各种蔬菜 蒿子秆 油麦菜 木耳 藕 土豆，个人喜好适量各种丸子 鱼丸 爆浆牛丸 冻豆腐 鱼豆腐 甜不辣 等等
23166,凉拌心里美,7,没有可确定关联的基础原生食材,550克心里美萝卜，6.5克盐，2.5克味精，30克糖，几滴香油，25克醋，适量熟芝麻
23177,莜面饼子,2,没有可确定关联的基础原生食材,克莜面，适量开水
23196,老酸奶木糠杯,2,没有可确定关联的基础原生食材,150g奥利奥饼干或消化饼干，2杯老酸奶
23207,玉米粑粑,3,没有可确定关联的基础原生食材,糯玉米，汕米，反正不是糯米，白糖
23210,可能是最详细的贝果整形tips,1,没有可确定关联的基础原生食材,仔细看步骤即可
23212,水果烧仙草,4,没有可确定关联的基础原生食材,30g双钱牌龟苓膏粉，任意混搭蜂蜜炼乳牛奶奶茶淡奶油，600ml~800ml开水，任意水果切块
23220,汤种日式生吐司,11,没有可确定关联的基础原生食材,汤种，20g高筋粉，80克水，主面团，500g高筋粉，330克牛奶，50克糖，30克蜂蜜或者炼乳，15克新鲜酵母，后加材料，6克盐，50克黄油
23229,空心麻球,3,没有可确定关联的基础原生食材,250克糯米粉，70克白砂糖，185克开水
23247,溶洞水晶婚礼蛋糕11步超详细翻糖制作图解教程,7,没有可确定关联的基础原生食材,20g葡萄糖胶，6g鱼胶粉，30g水，200g糖霜，50g粟粉，20g白油，少许香草精
23260,红丝绒酸奶慕斯,7,没有可确定关联的基础原生食材,200g克奶油奶酪，200g酸奶，2片吉利丁片，75g糖，15g柠檬汁，100g牛奶，40ml淡奶油
23268,椒盐碳烤秋刀鱼,2,没有可确定关联的基础原生食材,秋刀鱼，椒盐粉
23270,云腿月饼馅,4,没有可确定关联的基础原生食材,130克猪油，500克宣威火腿，300克玫瑰蜜，110克糯米粉
23291,腌肉,4,没有可确定关联的基础原生食材,半勺料酒，3克盐，250克（半斤左右）后腿肉，10几粒花椒
23307,花样红馒头✔,5,没有可确定关联的基础原生食材,1500克面粉，10克酵母，700克水，400克红糖，300克牛奶
23309,纸盒三文治包装法,2,没有可确定关联的基础原生食材,1只三文治，1张纸
23320,红烧鸭子,1,没有可确定关联的基础原生食材,干辣椒
23326,开花红糖馒头,7,没有可确定关联的基础原生食材,500克低筋面粉，260克牛奶，120克红糖，5克酵母，5克泡打粉，50克干红枣，40克面粉（整型用）
23327,笋干香菇炒青椒,5,没有可确定关联的基础原生食材,干花菇，干笋丝，或辣椒青椒，老抽，盐
23329,蒜蓉蝦蒸蛋豆腐,5,没有可确定关联的基础原生食材,6只虾，少許蒜蓉，少許葱花，2块蛋豆腐，少許鹽
23331,烤馒头(波兰种欧包),6,没有可确定关联的基础原生食材,波兰种(可以冷藏发酵17小时上)，75克高粉，75克水，0.5-1克酵母，主面团，225克高粉，6克盐，2克酵母，150克水
23337,蟹黄玉米,5,没有可确定关联的基础原生食材,克玉米粒，个咸蛋黄，勺淀粉，克油，根
23338,草莓芝士慕斯蛋糕,8,没有可确定关联的基础原生食材,200克(雀巢250毫升)淡奶油，150克奶油芝士，100克原味酸奶，40克无盐黄油，40克细砂糖(糖粉)，2片(10克)吉利丁片，75克奥利奥饼干碎，适量新鲜草莓 芒果
23359,虎乳灵芝雪耳汤,4,没有可确定关联的基础原生食材,虎乳灵芝，漳州雪耳，兰州百合，南北杏
23360,葡萄/青提粒粒爽,5,没有可确定关联的基础原生食材,20+粒葡萄/提子，300ml水，150g糖，几滴柠檬汁，葡萄味果冻
23366,南瓜蜂糕,5,没有可确定关联的基础原生食材,135克南瓜泥，135克面粉，2克泡打，2克酵母，30克红糖
23371,香煎鲭鱼,4,没有可确定关联的基础原生食材,条鱼，克盐，克胡椒，蒜粉
23374,香煎温州鱼饼,2,没有可确定关联的基础原生食材,温州鱼饼，黑胡椒
23394,无蛋沙拉酱,0,没有可确定关联的基础原生食材,白糖：50克牛奶：100克，植物油：132～150克奶粉：30克，40～60克鲜柠檬汁【或白醋】：
23400,鸡汁土豆泥,8,没有可确定关联的基础原生食材,600g土豆泥，60ml牛奶，10g黄油，3勺半蚝油，半勺黑胡椒粉，半小碟水淀粉，100-120ml水或鸡汤，少许盐
23401,平底锅版街头风味烧烤鱼丸鱼豆腐（附好吃的烧烤蘸料）,3,没有可确定关联的基础原生食材,腌制鱼豆腐/鱼丸，辣椒粉，孜然粉，白芝麻，油，【蘸料】，辣椒粉，孜然粉，孜然粒，盐，糖，花生碎，【花生碎】，凉锅下花生，小火把花生慢慢焙熟，放凉以后捣碎
23404,羊肉烧麦,4,没有可确定关联的基础原生食材,20张擀好的烧卖皮，500克拌好羊肉烧麦馅，一套挑馅棒 隔油纸，一份一级赵李桥牌茯茶
23409,芝士焗蜜薯,2,没有可确定关联的基础原生食材,60克碎芝士，150克六鳌蜜薯
23417,懒人烤蛋挞（空气炸锅版）,2,没有可确定关联的基础原生食材,9现成的蛋挞皮，倒9个八分满的量现成的蛋挞液
23428,芝士奶盖,6,没有可确定关联的基础原生食材,60克牛奶，120克奶油，30克奶油奶酪（芝士），10克糖，一撮，有无都可盐，适量炼奶
23430,水培豌豆苗,3,没有可确定关联的基础原生食材,适量青豌豆、麻豌豆，两个水培菜苗种植盘，一个喷壶，张育苗纸
23439,万圣节南瓜灯,2,没有可确定关联的基础原生食材,一个南瓜或小金瓜，一个LED蜡烛灯，一根包装盒拎绳
23441,芝士泡菜饭团🍙,5,没有可确定关联的基础原生食材,100克糯米饭，适量泡菜，1勺韩式辣酱，适量芝士碎，1个饭团模
23444,简易紫菜泡饭~,4,没有可确定关联的基础原生食材,依个人情况而定蒸好的米饭，一小撮紫菜掰碎，适量榨菜，香油
23445,酸辣藕带,3,没有可确定关联的基础原生食材,一斤藕带，葱、姜末、干辣椒，生抽，醋，糖，盐，鸡精
23450,玉米松饼,7,没有可确定关联的基础原生食材,70克玉米粉，70克低筋面粉，70克淡奶油，80克清水，1克盐，40克糖，6克无铝泡打粉
23451,冰棒,3,没有可确定关联的基础原生食材,400克水，200克牛奶，200克白糖
23456,豆瓣酱煎豆腐,4,没有可确定关联的基础原生食材,一块嫩的板豆腐，两勺豆瓣酱，两勺油，适量水
23457,零失败‼️芝麻千层花卷馒头,5,没有可确定关联的基础原生食材,200g面粉，15克糖，3克酵母，160克温牛奶，适量芝麻粉
23459,红糖馅儿圆子,4,没有可确定关联的基础原生食材,豆浆，糯米粉，温水，红糖
23460,红枣葡萄干亚麻籽发面烤饼,4,没有可确定关联的基础原生食材,160克面粉，10克红枣肉，15克葡萄干，油 适量水，酵母粉，亚麻籽，白砂糖，食盐，葵花籽
23461,南瓜饼（蒸的哟～）🎃,5,没有可确定关联的基础原生食材,500克板栗南瓜（去皮去瓤），300克糯米粉，40克玉米淀粉，40克粘米粉，90克细砂糖
23464,桂花糕,6,没有可确定关联的基础原生食材,200g粘米粉，200g糯米粉，180g水，100g细糖，500g红豆沙，适量桂花，适量红枣、葡萄干等干果
23472,圣诞小饼干,6,没有可确定关联的基础原生食材,120g黄油，180克低粉，60g糖粉，少许盐，24g全蛋液，少许香草精
23473,鬼凉粉,2,没有可确定关联的基础原生食材,2升水，适量火灰   碱
